index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
326a72f28140e84777a69ee30f30a826,2025-11-01T03:15:03Z,'landslide road',english.khabarhub.com,en,0.0,Beni–Darbang road blocked for three days due to landslide,"MYAGDI: The Beni–Darbang road, which links three local levels in western Myagdi to the district headquarters, Benibazaar, has remained blocked for the past three days following a landslide. The landslide occurred at Phaparkhet (Ghumaune) on the border of Beni…",https://english.khabarhub.com/2025/01/503732/,https://english.khabarhub.com/wp-content/uploads/2022/09/Beni-_-Jomsom-_-Road.jpg,,"MYAGDI: The BeniDarbang road, which links three local levels in western Myagdi to the district headquarters, Benibazaar, has remained blocked for the past three days following a landslide.
The lands… [+888 chars]",,"Straße Beni–Darbang wegen Erdrutsch drei Tage lang gesperrt. MYAGDI: Die Beni-Darbang-Straße, die drei lokale Ebenen im Westen von Myagdi mit dem Bezirkshauptquartier Benibazaar verbindet, ist nach einem Erdrutsch seit drei Tagen gesperrt. Der Erdrutsch ereignete sich bei Phaparkhet (Ghumaune) an der Grenze von Beni…","Beni–Darbang road blocked for three days due to landslide. MYAGDI: The Beni–Darbang road, which links three local levels in western Myagdi to the district headquarters, Benibazaar, has remained blocked for the past three days following a landslide. The landslide occurred at Phaparkhet (Ghumaune) on the border of Beni…","Beni-Darbang via trium dierum obstruxit ob LAPSUS. MYAGDI: Via Beni-Darbang, quae tres locales in occidentali Myagdi coniungit ad regionem praetorii Benibazaar, per tres dies proximos lapsus obstitit. LAPSUS occurrit apud Phaparkhet (Ghumaune) in finibus Beni…",2025-10-21 20:21:57+00:00
c24fd896532230f0000fea8f64dab8b6,2025-11-01T05:45:27Z,'landslide',www.yahoo.com,en,0.0,Tanzania president wins election landslide after deadly protests,"Tanzanian President Samia Suluhu Hassan has won a landslide election victory, official results showed Saturday, after key candidates were jailed or barred...",https://www.yahoo.com/news/articles/tanzania-president-wins-election-landslide-054527541.html,https://media.zenfs.com/en/afp.com/09e89dad7045b2c35c4e195ce059d79a,,"Tanzanian President Samia Suluhu Hassan has won a landslide election victory, official results showed Saturday, after key candidates were jailed or barred from a vote that has triggered days of viole… [+2518 chars]",,"Der Präsident von Tansania gewinnt die Wahl nach tödlichen Protesten mit Erdrutschsieg. Die tansanische Präsidentin Samia Suluhu Hassan hat einen Erdrutschsieg bei der Wahl errungen, wie offizielle Ergebnisse am Samstag zeigten, nachdem wichtige Kandidaten inhaftiert oder gesperrt wurden...","Tanzania president wins election landslide after deadly protests. Tanzanian President Samia Suluhu Hassan has won a landslide election victory, official results showed Saturday, after key candidates were jailed or barred...","Tanzania praeses electionem in prolapsione funestam reclamationibus conciliat. Praeses Tanzanian Samia Suluhu Hassan victoriam comitiorum prolapsum vicit, eventus officiales Sabbato demonstravit, postquam candidati clavium inclusi sunt vel inclusi sunt...",2025-10-21 20:21:57+00:00
0db4dbf397a26475d7666d94c9af4f38,2025-11-01T05:47:20Z,'landslide',www.digitaljournal.com,en,0.0,Tanzania president wins election landslide after deadly protests,"Tanzanian President Samia Suluhu Hassan has won a landslide election victory, official results showed Saturday, after key candidates were jailed or barred from a vote that has triggered days of violent protests. The final result showed Hassan won 97.66 percen…",https://www.digitaljournal.com/world/tanzania-president-wins-election-landslide-after-deadly-protests/article,https://www.digitaljournal.com/wp-content/uploads/2025/11/3defd4b326c6282dd847c6e12497e05dee04d15a.jpg,,"President Samia Suluhu Hassan has yet to speak about the unrest - Copyright AFP Michael JAMSON
Tanzanian President Samia Suluhu Hassan has won a landslide election victory, official results showed S… [+2604 chars]",,"Der Präsident von Tansania gewinnt die Wahl nach tödlichen Protesten mit Erdrutschsieg. Die tansanische Präsidentin Samia Suluhu Hassan hat einen erdrutschartigen Wahlsieg errungen, wie offizielle Ergebnisse am Samstag zeigten, nachdem wichtige Kandidaten inhaftiert oder von der Wahl ausgeschlossen wurden, was tagelange gewalttätige Proteste auslöste. Das Endergebnis zeigte, dass Hassan 97,66 Prozent gewann…","Tanzania president wins election landslide after deadly protests. Tanzanian President Samia Suluhu Hassan has won a landslide election victory, official results showed Saturday, after key candidates were jailed or barred from a vote that has triggered days of violent protests. The final result showed Hassan won 97.66 percen…","Tanzania praeses electionem in prolapsione funestam reclamationibus conciliat. Samia Suluhu Hassan praesidens Tanzanian victoriam comitialem vicit, eventus officiales Sabbati ostendit, postquam candidati praecipui suffragio clausa vel interclusi sunt, quae diebus vehementibus dissuadentibus Urguebant. Extremum exitum ostendit Hassan vici 97,66 percen…",2025-10-21 20:21:57+00:00
4c5df59639b4d143260ad66f8c8263d6,2025-11-01T07:30:55Z,'landslide',www.irishtimes.com,en,0.0,Tanzania’s Hassan declared landslide winner in election that triggered violent protests,"Rights groups cite pattern of enforced disappearances, arbitrary arrests and extrajudicial killings ahead of the polls",https://www.irishtimes.com/world/africa/2025/11/01/tanzanias-hassan-declared-landslide-winner-in-election-that-triggered-violent-protests/,https://www.irishtimes.com/resizer/v2/XAVEOXXRO5BTDNLIPKUN2H2FJI.jpg?smart=true&auth=4b039e59a974a11c77aa4b8259592547c932a5832f39b2e4875abf990a0cfc63&width=1200&height=630,,"Tanzanias president, Samia Suluhu Hassan, has been declared the winner of the countrys disputed election with more than 97% of the vote following violent protests across the country earlier in the we… [+2356 chars]",,"Hassan aus Tansania wurde zum überwältigenden Wahlsieger erklärt, was zu heftigen Protesten führte. Menschenrechtsgruppen verweisen auf Muster von Verschwindenlassen, willkürlichen Verhaftungen und außergerichtlichen Tötungen im Vorfeld der Wahlen","Tanzania’s Hassan declared landslide winner in election that triggered violent protests. Rights groups cite pattern of enforced disappearances, arbitrary arrests and extrajudicial killings ahead of the polls","Tanzania Hassan in electione victorem landum declaravit quae vehementibus protestationibus utitur. Iura coetus citat exemplum ablationes necessariorum, prensationes arbitrariae et neces extraiudiciales ante repulsam.",2025-10-21 20:21:57+00:00
0fa574a1c44a8407dcb460fdeb66901f,2025-11-01T09:49:00Z,'landslide death',www.dw.com,en,0.0,"Tanzania's leader reelected in landslide, amid turmoil","Tanzania's President Samia Suluhu Hassan has been reelected, amid protests against the vote, as two major opposition parties were banned. Tanzania's President Samia Suluhu Hassan won the country's presidential election with nearly 97.66% of the votes, accordi…",https://www.dw.com/en/tanzanias-leader-reelected-in-landslide-amid-turmoil/a-74582251,https://static.dw.com/image/74541470_6.jpg,,"Tanzania's President Samia Suluhu Hassan won the country's presidential election with nearly 97.66% of the votes, according to the electoral commission's results released on Sarturday.
The electoral… [+2320 chars]",,"Tansanias Führer wurde inmitten von Unruhen erdrutschartig wiedergewählt. Tansanias Präsidentin Samia Suluhu Hassan wurde trotz Protesten gegen die Abstimmung wiedergewählt, da zwei große Oppositionsparteien verboten wurden. Tansanias Präsident Samia Suluhu Hassan gewann die Präsidentschaftswahlen des Landes mit fast 97,66 % der Stimmen, laut…","Tanzania's leader reelected in landslide, amid turmoil. Tanzania's President Samia Suluhu Hassan has been reelected, amid protests against the vote, as two major opposition parties were banned. Tanzania's President Samia Suluhu Hassan won the country's presidential election with nearly 97.66% of the votes, accordi…","Tanzaniae dux inter tumultus refectus in ruit. Tanzania praesidens Samia Suluhu Hassan reclamationes contra suffragium relecta est, cum duae factiones maioris oppositionis interdictae sunt. Tanzania praeses Samia Suluhu Hassan electionem praesidentialem patriae cum fere 97,66% suffragiorum conciliavit, accordi…",2025-10-21 20:21:57+00:00
90c6fe84c9ed07c523bd0a3200840592,2025-11-01T15:22:34Z,'landslide road',www.cbc.ca,en,0.0,Tanzania's Hassan declared landslide winner in election marred by violence,Tanzanian President Samia Suluhu Hassan was declared on Saturday the landslide winner of an election that set off deadly protests across the country this week over the exclusion of her main challengers.,https://www.cbc.ca/news/world/tanzania-election-hassan-protests-9.6963147,"https://i.cbc.ca/ais/5375b0f6-f12f-4032-8669-288cba910521,1762008631147/full/max/0/default.jpg?im=Crop%2Crect%3D%280%2C10%2C1101%2C619%29%3BResize%3D620",,Tanzanian President Samia Suluhu Hassan was declared on Saturday the landslide winner of an election that set off deadly protests across the country this week over the exclusion of her main challenge… [+3292 chars],,"Hassan aus Tansania wurde zum Erdrutschsieger einer von Gewalt geprägten Wahl erklärt. Die tansanische Präsidentin Samia Suluhu Hassan wurde am Samstag zur überwältigenden Siegerin einer Wahl erklärt, die diese Woche im ganzen Land tödliche Proteste gegen den Ausschluss ihrer wichtigsten Herausforderer auslöste.",Tanzania's Hassan declared landslide winner in election marred by violence. Tanzanian President Samia Suluhu Hassan was declared on Saturday the landslide winner of an election that set off deadly protests across the country this week over the exclusion of her main challengers.,"Tanzaniae Hassan labare victorem declaravit in electione violentia corruptum. Praeses Tanzanian Samia Suluhu Hassan die Sabbati in lapsus victor electionis declaratus est, qui hac septimana per patriam interpellationes funestas disposuit per exclusionem suorum praecipuorum provocatorum.",2025-10-21 20:21:57+00:00
c6e79f8948a234e7d4d97fe5f1bdc7b6,2025-11-01T18:08:00Z,'landslide',www.dw.com,en,0.0,Kenya: Landslide kills at least 21 after heavy rains,"Heavy rains inundated the Marakwet East constituency, damaging the road network. The interior minister said at least 30 more were still missing, as authorities suspended the search operation for the day. Heavy rains struck western Kenya this weekend, causing …",https://www.dw.com/en/kenya-landslide-kills-at-least-21-after-heavy-rains/a-74587337,https://static.dw.com/image/74585699_6.jpg,,"Heavy rains struck western Kenya this weekend, causing a landslide late on Friday that has killed at least 21 people.
Kenyan Interior Minister Kipchumba Murkomen said on Saturday that some 30 more w… [+1318 chars]",,"Kenia: Erdrutsch tötet mindestens 21 Menschen nach heftigen Regenfällen. Heftige Regenfälle überschwemmten den Wahlkreis Marakwet Ost und beschädigten das Straßennetz. Der Innenminister sagte, mindestens 30 weitere würden noch vermisst, da die Behörden die Suchaktion für diesen Tag eingestellt hätten. Heftige Regenfälle haben an diesem Wochenende den Westen Kenias heimgesucht und …","Kenya: Landslide kills at least 21 after heavy rains. Heavy rains inundated the Marakwet East constituency, damaging the road network. The interior minister said at least 30 more were still missing, as authorities suspended the search operation for the day. Heavy rains struck western Kenya this weekend, causing …","Kenia: Landslide occidit saltem 21 cum gravibus imbribus. Imbres graves inundaverunt constituentiam Marakweti orientalem, deminutio retis viarum. Interior minister dixit saltem triginta plures adhuc abesse, ut auctores inquisitionis diem suspenderent. Imbribus gravibus Kenya occidentis percussit id volutpat, faciens ...",2025-10-21 20:21:57+00:00
017cb41c870b43200c2b23a947fed374,2025-11-01T20:53:17Z,'landslide rain',www.bbc.com,en,0.0,Kenyan landslide kills 21 after heavy rainfall,Kenya's government says 30 other people are missing following downpours in the west of the country.,https://www.bbc.com/news/articles/c20eeqn2qlyo,https://ichef.bbci.co.uk/news/1024/branded_news/99e2/live/c6eda100-b764-11f0-b8ce-31e36e4a3dbe.jpg,http://web.archive.org/web/20251102214217/https://www.bbc.com/news/articles/c20eeqn2qlyo,"The Kenyan government has confirmed that 21 people have died following a landslide in the western part of the country after heavy rainfall. 
Interior Minister Kipchumba Murkomen said the bodies had … [+1674 chars]",,Bei einem Erdrutsch in Kenia sind nach heftigen Regenfällen 21 Menschen ums Leben gekommen. Nach Angaben der kenianischen Regierung werden nach den Regenfällen im Westen des Landes 30 weitere Menschen vermisst.,Kenyan landslide kills 21 after heavy rainfall. Kenya's government says 30 other people are missing following downpours in the west of the country.,Kenyan LAPSUS XXI post imbres graves necat. Imperium Kenya 30 dicit alios homines absentes sequentes imbres in occidente regionis.,2025-10-21 20:21:57+00:00
4cb35518c1f8fa6fc13febee177a5167,2025-11-02T03:10:54Z,'rockfall',english.khabarhub.com,en,0.0,Landslide blocks Kantilokpath,"HETAUDA: Transport services have been disrupted on Kantilokpath, the road connecting Hetauda and Kathmandu. Traffic in Bakaiya Rural Municipality-11, Ghattepakha, was blocked due to a rockfall caused by incessant rains, said Deputy Superintendent of Police Pu…",https://english.khabarhub.com/2025/02/503888/,https://english.khabarhub.com/wp-content/uploads/2020/07/narayangadh-mugling-sadak.jpg,,"HETAUDA: Transport services have been disrupted on Kantilokpath, the road connecting Hetauda and Kathmandu.
Traffic in Bakaiya Rural Municipality-11, Ghattepakha, was blocked due to a rockfall cause… [+801 chars]",,"Erdrutsch blockiert Kantilokpath. HETAUDA: Der Transportverkehr auf Kantilokpath, der Straße zwischen Hetauda und Kathmandu, wurde unterbrochen. Der Verkehr in der Bakaiya Rural Municipality-11, Ghattepakha, sei aufgrund eines Steinschlags aufgrund anhaltender Regenfälle blockiert, sagte der stellvertretende Superintendent der Polizeibehörde…","Landslide blocks Kantilokpath. HETAUDA: Transport services have been disrupted on Kantilokpath, the road connecting Hetauda and Kathmandu. Traffic in Bakaiya Rural Municipality-11, Ghattepakha, was blocked due to a rockfall caused by incessant rains, said Deputy Superintendent of Police Pu…","LAPSUS caudices Kantilokpath. HETAUDA: onerariae officia in Kantilokpath, via Hetauda et Kathmandu connectens, disiectae sunt. Negotiatio in Bakaiya rustica Municipality-11, Ghattepakha, obstructa est ob scopulum e imbribus assiduis causatum, Deputatus Superintendentis Vigilum Pu…",2025-10-21 20:21:57+00:00
dda0b2508b96cc7d313cb5bb0d24be1b,2025-11-02T05:35:37Z,'landslide road',english.khabarhub.com,en,0.0,Landslides block Kagbeni-Korala road,"MUSTANG: Landslides have obstructed the Kagbeni-Korala road at ten different locations following continuous rainfall since Thursday night. Floods mixed with mud have damaged several sections of the road, making travel impossible. Chief District Officer (CDO) …",https://english.khabarhub.com/2025/02/503897/,https://english.khabarhub.com/wp-content/uploads/2025/06/kaligandaki-corridor-landslide.jpg,,MUSTANG: Landslides have obstructed the Kagbeni-Korala road at ten different locations following continuous rainfall since Thursday night. Floods mixed with mud have damaged several sections of the r… [+2395 chars],,Erdrutsche blockieren die Straße Kagbeni-Korala. MUSTANG: Nach anhaltenden Regenfällen seit Donnerstagnacht haben Erdrutsche die Straße Kagbeni-Korala an zehn verschiedenen Stellen blockiert. Überschwemmungen mit Schlamm vermischten mehrere Abschnitte der Straße und machten eine Weiterfahrt unmöglich. Chief District Officer (CDO) …,"Landslides block Kagbeni-Korala road. MUSTANG: Landslides have obstructed the Kagbeni-Korala road at ten different locations following continuous rainfall since Thursday night. Floods mixed with mud have damaged several sections of the road, making travel impossible. Chief District Officer (CDO) …","Kagbeni-Korala via proruit angustos. MUSTANG: Landslides iter Kagbeni-Korala obstruxerunt in decem diversis locis sequentes pluvias continuas post noctem Iovis. Flumina luto mixta aliquot sectiones viae laeserunt, iter facere impossibile. Dux Districtus (CDO) ...",2025-10-21 20:21:57+00:00
